Metro_ID,Station_Name,Metro_Line,State_Name,City_Name,Locality_Name,Latitude,Longitude,Platform_Count,Interchange,Parking,Lift,Escalator,Disabled_Access,Daily_Footfall,Opening_Year,Operator,Nearby_Bus_Stop,Nearby_Railway_Station_km,Nearby_Airport_km,Nearby_Mall_km,Nearby_Hospital_km,Nearby_School_km,Nearby_IT_Park_km,Property_Price_Impact,Smart_City_Area,Zone
MET000619,Park 47,Green Line,Karnataka,Bengaluru,Sector 50,15.340387,80.747145,5,Yes,No,Yes,Yes,Yes,174460,2003,BMRCL,Yes,5.17,12.72,6.03,0.17,3.43,9.74,Low,Yes,South
MET000620,Market 48,Orange Line,Tamil Nadu,Chennai,Sector 5,22.691214,78.148362,3,Yes,No,Yes,Yes,No,209593,2012,CMRL,Yes,3.26,16.26,6.01,2.83,1.34,17.97,Low,No,North
MET000621,Lake 48,Orange Line,Tamil Nadu,Chennai,Sector 18,21.160589,73.758579,6,Yes,No,Yes,Yes,Yes,118885,2006,CMRL,Yes,2.64,29.59,1.6,3.15,0.83,2.59,Low,Yes,West
MET000622,Central 72,Pink Line,Delhi,New Delhi,Sector 67,19.350939,78.731018,2,No,Yes,Yes,Yes,No,15792,2024,DMRC,Yes,7.57,38.29,7.52,1.85,4.98,12.5,Medium,No,Central
MET000623,City 24,Purple Line,Delhi,New Delhi,Sector 20,15.625466,76.044814,2,Yes,Yes,Yes,Yes,No,77631,2007,DMRC,Yes,1.06,38.85,5.32,4.38,1.12,18.89,High,Yes,Central
MET000624,City 37,Red Line,Karnataka,Bengaluru,Sector 40,23.922799,75.562734,6,Yes,Yes,Yes,Yes,Yes,82035,2007,BMRCL,Yes,6.02,37.05,0.73,1.08,4.92,3.01,Low,No,East
MET000625,Sector 81,Red Line,Karnataka,Bengaluru,Sector 65,28.067785,72.683601,4,No,No,Yes,Yes,No,125058,2018,BMRCL,Yes,3.24,7.95,2.21,1.55,3.72,10.61,Low,No,West
MET000626,Park 80,Green Line,Delhi,New Delhi,Sector 44,9.057508,84.209275,6,No,Yes,Yes,Yes,Yes,58002,2018,DMRC,Yes,8.05,5.97,3.22,4.62,4.31,14.33,Medium,No,East
MET000627,Sector 30,Yellow Line,Telangana,Hyderabad,Sector 37,15.61828,86.306954,3,Yes,Yes,Yes,Yes,Yes,102569,2016,HMRL,Yes,9.99,9.47,5.43,1.93,3.72,19.75,High,No,West
MET000628,Market 38,Orange Line,Delhi,New Delhi,Sector 12,19.837962,78.121945,5,No,No,Yes,Yes,Yes,91931,2018,DMRC,Yes,7.81,10.29,3.53,2.2,0.12,17.17,High,Yes,South
MET000629,Central 76,Pink Line,Tamil Nadu,Chennai,Sector 28,8.576686,78.689313,5,No,No,Yes,Yes,No,149754,2004,CMRL,Yes,0.82,33.63,6.26,3.04,0.67,7.01,High,No,East
MET000630,Park 70,Pink Line,Telangana,Hyderabad,Sector 80,10.907248,79.732698,5,Yes,Yes,Yes,Yes,No,211532,2017,HMRL,Yes,5.37,16.87,2.46,0.43,2.88,4.46,High,Yes,North
MET000631,Park 27,Purple Line,Telangana,Hyderabad,Sector 69,24.55679,79.202945,3,Yes,No,Yes,Yes,No,146308,2019,HMRL,Yes,1.93,27.34,6.72,1.55,2.68,14.12,Low,Yes,South
MET000632,Central 75,Orange Line,Tamil Nadu,Chennai,Sector 76,9.519673,76.411581,3,No,Yes,Yes,Yes,No,47320,2021,CMRL,Yes,8.99,17.78,5.36,4.12,0.77,7.05,Low,Yes,South
MET000633,Market 61,Yellow Line,Delhi,New Delhi,Sector 7,13.693587,74.646941,4,Yes,Yes,Yes,Yes,Yes,58212,2016,DMRC,Yes,6.38,33.32,5.56,2.19,1.63,9.16,Medium,Yes,South
MET000634,Park 10,Yellow Line,Tamil Nadu,Chennai,Sector 54,17.211621,75.827555,3,Yes,No,Yes,Yes,Yes,138788,2024,CMRL,Yes,7.9,36.78,6.15,1.71,2.68,14.19,Medium,Yes,North
MET000635,Sector 82,Purple Line,Tamil Nadu,Chennai,Sector 5,16.481072,85.597285,3,No,Yes,Yes,Yes,Yes,101648,2018,CMRL,Yes,3.5,38.86,5.14,3.58,4.25,18.33,Medium,Yes,North
MET000636,City 99,Purple Line,Delhi,New Delhi,Sector 5,10.78001,72.968779,2,No,Yes,Yes,Yes,No,238506,2005,DMRC,Yes,7.41,38.0,6.77,3.9,3.4,14.47,Medium,No,Central
MET000637,Lake 47,Blue Line,Karnataka,Bengaluru,Sector 39,9.249267,76.062822,5,Yes,Yes,Yes,Yes,No,195653,2014,BMRCL,Yes,9.87,27.11,7.21,3.69,2.7,13.19,Low,No,East
MET000638,Market 61,Purple Line,Delhi,New Delhi,Sector 18,20.662461,77.34316,4,No,Yes,Yes,Yes,No,7248,2008,DMRC,Yes,1.31,27.88,5.99,2.16,4.93,5.05,High,Yes,North
MET000639,City 41,Yellow Line,Telangana,Hyderabad,Sector 18,13.703827,82.13427,4,Yes,No,Yes,Yes,No,53865,2005,HMRL,Yes,1.91,8.93,5.2,3.18,3.18,5.8,High,No,North
MET000640,Lake 2,Purple Line,Tamil Nadu,Chennai,Sector 34,14.227858,77.250882,4,No,No,Yes,Yes,No,132309,2013,CMRL,Yes,3.63,17.7,1.46,1.29,2.94,10.79,Low,Yes,East
MET000641,Market 34,Purple Line,Maharashtra,Mumbai,Sector 3,22.699965,81.146263,3,Yes,No,Yes,Yes,Yes,248902,2018,MMRC,Yes,6.45,36.1,0.25,0.8,1.92,16.25,Low,Yes,South
MET000642,City 84,Green Line,Maharashtra,Mumbai,Sector 49,17.71196,84.17843,6,No,Yes,Yes,Yes,No,240517,2025,MMRC,Yes,6.14,14.25,6.94,2.59,0.84,19.54,Low,Yes,Central
MET000643,Park 65,Purple Line,Delhi,New Delhi,Sector 32,20.566817,84.338955,2,Yes,Yes,Yes,Yes,Yes,180456,2016,DMRC,Yes,1.79,39.81,2.99,1.11,3.83,10.9,Medium,No,North
MET000644,Sector 92,Green Line,Telangana,Hyderabad,Sector 31,13.448277,84.448056,5,Yes,No,Yes,Yes,Yes,220402,2010,HMRL,Yes,3.26,7.38,6.7,1.67,3.99,3.62,High,No,East
MET000645,Park 50,Red Line,Tamil Nadu,Chennai,Sector 59,13.297811,80.976259,3,Yes,Yes,Yes,Yes,Yes,9513,2018,CMRL,Yes,4.06,25.87,1.22,0.55,1.37,13.06,Medium,No,East
MET000646,Lake 86,Red Line,Delhi,New Delhi,Sector 67,23.313378,78.873327,2,Yes,No,Yes,Yes,Yes,121683,2024,DMRC,Yes,9.25,22.75,6.28,4.28,3.11,16.45,High,No,North
MET000647,Sector 88,Pink Line,Telangana,Hyderabad,Sector 47,9.44226,87.091049,6,No,No,Yes,Yes,Yes,98769,2022,HMRL,Yes,7.93,39.07,2.66,2.82,1.55,4.03,High,No,Central
MET000648,Market 2,Yellow Line,Karnataka,Bengaluru,Sector 57,13.920678,81.476182,3,No,Yes,Yes,Yes,Yes,184937,2018,BMRCL,Yes,5.7,16.31,5.48,2.77,3.48,9.72,High,No,North
MET000649,City 22,Red Line,Maharashtra,Mumbai,Sector 49,22.805522,87.622497,6,No,No,Yes,Yes,No,89561,2024,MMRC,Yes,1.32,39.61,4.71,0.18,2.4,18.33,Low,Yes,West
MET000650,Park 99,Green Line,Karnataka,Bengaluru,Sector 26,29.528259,84.801268,5,Yes,Yes,Yes,Yes,No,166332,2009,BMRCL,Yes,6.02,10.12,6.95,1.63,4.49,6.62,Low,Yes,Central
MET000651,Sector 28,Green Line,Telangana,Hyderabad,Sector 15,19.316243,80.138575,2,Yes,No,Yes,Yes,No,241910,2015,HMRL,Yes,9.79,6.49,2.98,4.69,3.01,3.7,Medium,Yes,East
MET000652,Sector 38,Red Line,Maharashtra,Mumbai,Sector 36,16.54563,87.284788,5,Yes,No,Yes,Yes,No,115092,2023,MMRC,Yes,9.8,37.34,7.32,0.34,1.08,13.13,High,Yes,West
MET000653,City 31,Purple Line,Karnataka,Bengaluru,Sector 33,19.084679,81.372972,5,Yes,No,Yes,Yes,Yes,108593,2002,BMRCL,Yes,9.47,33.99,0.4,4.04,3.56,9.66,High,No,North
MET000654,Market 46,Green Line,Karnataka,Bengaluru,Sector 56,15.398818,85.402797,6,Yes,No,Yes,Yes,No,92684,2014,BMRCL,Yes,7.03,14.94,6.37,3.3,2.6,4.72,High,No,Central
MET000655,Lake 42,Blue Line,Telangana,Hyderabad,Sector 56,26.623511,87.364348,6,Yes,No,Yes,Yes,No,123557,2009,HMRL,Yes,6.25,19.85,2.41,4.75,4.58,8.46,Medium,Yes,North
MET000656,Central 42,Orange Line,Delhi,New Delhi,Sector 21,13.351645,83.140568,3,No,No,Yes,Yes,Yes,96364,2020,DMRC,Yes,7.25,35.48,5.83,3.26,2.72,12.7,Medium,No,South
MET000657,Park 38,Pink Line,Telangana,Hyderabad,Sector 47,25.01706,85.074042,4,Yes,No,Yes,Yes,Yes,42658,2008,HMRL,Yes,4.98,39.28,6.27,1.54,1.0,12.7,Low,Yes,West
MET000658,Lake 50,Red Line,Delhi,New Delhi,Sector 60,15.15707,72.439521,4,No,No,Yes,Yes,Yes,161243,2023,DMRC,Yes,0.4,23.71,1.99,0.66,0.44,2.18,Medium,No,East
MET000659,Market 96,Green Line,Tamil Nadu,Chennai,Sector 76,25.922198,76.500161,5,No,No,Yes,Yes,Yes,100419,2019,CMRL,Yes,8.43,14.07,1.3,0.83,1.0,12.68,Low,No,East
MET000660,Sector 41,Yellow Line,Karnataka,Bengaluru,Sector 14,18.328411,73.977509,4,No,No,Yes,Yes,No,216481,2019,BMRCL,Yes,0.68,8.63,2.29,4.04,0.43,6.79,Low,Yes,North
MET000661,City 36,Yellow Line,Maharashtra,Mumbai,Sector 58,15.788201,81.101916,3,Yes,Yes,Yes,Yes,No,232497,2021,MMRC,Yes,7.28,27.61,1.14,4.57,3.99,2.74,Low,Yes,East
MET000662,Lake 59,Green Line,Karnataka,Bengaluru,Sector 58,26.703083,76.557679,5,Yes,No,Yes,Yes,Yes,105500,2019,BMRCL,Yes,6.66,22.63,6.99,3.25,4.34,3.19,Low,Yes,South
MET000663,City 51,Purple Line,Delhi,New Delhi,Sector 46,14.372865,76.664779,3,No,Yes,Yes,Yes,Yes,32476,2010,DMRC,Yes,7.69,7.59,4.43,0.44,3.14,19.24,Medium,No,South
MET000664,Park 18,Blue Line,Maharashtra,Mumbai,Sector 63,19.449074,83.762176,3,Yes,Yes,Yes,Yes,Yes,49639,2017,MMRC,Yes,5.36,28.97,1.51,0.85,3.15,9.23,Medium,No,East
MET000665,Sector 75,Pink Line,Maharashtra,Mumbai,Sector 17,12.996072,82.068667,4,No,Yes,Yes,Yes,Yes,236623,2010,MMRC,Yes,8.73,27.69,1.36,1.69,4.17,11.71,High,No,South
MET000666,Market 47,Purple Line,Delhi,New Delhi,Sector 79,19.033393,78.09955,4,No,No,Yes,Yes,Yes,9234,2021,DMRC,Yes,3.5,24.58,2.76,2.16,1.18,7.6,Medium,No,East
MET000667,Market 23,Green Line,Telangana,Hyderabad,Sector 44,27.742362,72.674842,6,No,Yes,Yes,Yes,No,99756,2007,HMRL,Yes,0.92,21.2,7.1,2.1,2.2,2.9,Low,Yes,South
MET000668,Market 99,Green Line,Maharashtra,Mumbai,Sector 1,9.81289,78.920103,4,No,No,Yes,Yes,Yes,50598,2008,MMRC,Yes,6.46,16.44,3.68,3.57,0.22,1.91,Low,Yes,South
MET000669,Park 62,Blue Line,Telangana,Hyderabad,Sector 43,16.972795,77.353699,4,Yes,No,Yes,Yes,No,57157,2012,HMRL,Yes,8.31,10.2,7.07,3.98,3.12,18.93,Medium,Yes,East
MET000670,Central 24,Green Line,Telangana,Hyderabad,Sector 74,16.919151,73.660125,4,No,No,Yes,Yes,Yes,169226,2009,HMRL,Yes,7.3,32.7,3.18,0.98,2.3,7.85,High,No,Central
MET000671,Central 72,Purple Line,Maharashtra,Mumbai,Sector 45,22.351896,74.26292,2,No,No,Yes,Yes,Yes,223149,2002,MMRC,Yes,7.17,28.34,4.25,0.55,1.6,13.35,High,No,East
MET000672,Park 31,Pink Line,Tamil Nadu,Chennai,Sector 48,21.556089,74.343246,2,No,Yes,Yes,Yes,No,45481,2008,CMRL,Yes,9.17,17.48,1.03,3.78,0.6,15.49,Medium,No,East
MET000673,Market 8,Red Line,Tamil Nadu,Chennai,Sector 13,27.411885,83.226413,4,Yes,No,Yes,Yes,No,202256,2025,CMRL,Yes,4.05,23.11,3.25,1.23,3.91,15.29,Medium,Yes,West
MET000674,Central 53,Orange Line,Maharashtra,Mumbai,Sector 70,18.058788,76.00015,5,No,Yes,Yes,Yes,Yes,91054,2023,MMRC,Yes,2.69,31.68,2.3,4.99,1.16,9.85,High,No,East
MET000675,Park 95,Blue Line,Karnataka,Bengaluru,Sector 19,21.242889,73.323203,4,Yes,Yes,Yes,Yes,No,229291,2019,BMRCL,Yes,0.71,25.52,7.48,2.05,1.37,4.77,Medium,No,North
MET000676,Lake 26,Blue Line,Delhi,New Delhi,Sector 24,29.696106,86.44128,2,No,Yes,Yes,Yes,Yes,210454,2022,DMRC,Yes,8.43,25.76,1.56,3.93,4.91,17.73,High,No,West
MET000677,Central 63,Pink Line,Maharashtra,Mumbai,Sector 63,20.458402,78.425618,3,Yes,Yes,Yes,Yes,Yes,128369,2022,MMRC,Yes,3.25,39.9,4.45,2.55,2.33,8.01,Low,No,North
MET000678,Central 20,Orange Line,Karnataka,Bengaluru,Sector 3,10.761924,81.113767,6,No,No,Yes,Yes,No,76781,2021,BMRCL,Yes,4.88,7.29,6.13,1.28,4.34,4.43,Low,No,South
MET000679,Sector 62,Blue Line,Telangana,Hyderabad,Sector 67,9.527154,76.558553,4,Yes,No,Yes,Yes,No,66134,2003,HMRL,Yes,9.15,7.01,5.61,4.84,4.39,16.29,High,No,South
MET000680,Market 29,Yellow Line,Maharashtra,Mumbai,Sector 74,21.83918,82.157382,3,No,No,Yes,Yes,No,127356,2017,MMRC,Yes,6.34,6.64,2.41,0.32,1.65,15.93,Medium,No,South
MET000681,Sector 59,Purple Line,Telangana,Hyderabad,Sector 63,11.868402,77.334284,6,Yes,No,Yes,Yes,Yes,79685,2010,HMRL,Yes,3.31,23.26,1.77,0.57,2.9,19.81,High,No,Central
MET000682,Central 86,Yellow Line,Delhi,New Delhi,Sector 31,13.645718,80.083463,4,No,No,Yes,Yes,No,201514,2020,DMRC,Yes,3.26,21.03,5.36,2.79,0.25,13.29,Low,No,West
MET000683,Lake 14,Yellow Line,Delhi,New Delhi,Sector 73,12.575046,84.562224,2,No,No,Yes,Yes,No,126216,2018,DMRC,Yes,8.23,6.51,6.6,3.71,3.05,8.9,Medium,No,West
MET000684,Market 50,Purple Line,Tamil Nadu,Chennai,Sector 46,23.218351,72.741431,3,No,No,Yes,Yes,No,35381,2010,CMRL,Yes,7.64,27.83,7.8,3.62,3.35,12.85,High,Yes,East
MET000685,Central 2,Purple Line,Delhi,New Delhi,Sector 41,8.59818,87.210233,6,Yes,Yes,Yes,Yes,No,23385,2022,DMRC,Yes,8.55,11.1,1.04,2.55,1.48,15.03,Medium,Yes,North
MET000686,Park 50,Purple Line,Karnataka,Bengaluru,Sector 31,14.142244,77.104792,4,Yes,No,Yes,Yes,Yes,104995,2019,BMRCL,Yes,4.83,9.44,0.82,1.88,4.16,8.76,Low,Yes,South
MET000687,Park 97,Pink Line,Karnataka,Bengaluru,Sector 66,10.757683,80.214739,2,Yes,Yes,Yes,Yes,No,210088,2016,BMRCL,Yes,1.16,34.66,2.19,3.98,0.7,15.19,Medium,No,West
MET000688,Sector 28,Green Line,Telangana,Hyderabad,Sector 22,24.126727,76.135361,6,Yes,No,Yes,Yes,No,138078,2005,HMRL,Yes,6.45,13.12,6.27,3.21,2.08,16.61,Low,No,West
MET000689,Park 61,Orange Line,Telangana,Hyderabad,Sector 14,12.241786,74.760915,5,Yes,Yes,Yes,Yes,Yes,10689,2025,HMRL,Yes,0.37,37.2,7.44,2.22,2.93,8.4,High,No,East
MET000690,City 94,Orange Line,Karnataka,Bengaluru,Sector 55,16.464924,73.586465,6,Yes,No,Yes,Yes,No,171577,2022,BMRCL,Yes,1.67,29.72,1.14,0.84,3.91,13.3,Low,Yes,West
MET000691,Central 90,Green Line,Delhi,New Delhi,Sector 11,27.417103,82.106733,4,No,Yes,Yes,Yes,No,83828,2011,DMRC,Yes,7.99,37.95,0.12,2.08,2.82,16.41,Medium,No,South
MET000692,Sector 38,Yellow Line,Telangana,Hyderabad,Sector 53,10.651627,87.468943,5,Yes,Yes,Yes,Yes,Yes,133103,2010,HMRL,Yes,6.34,11.44,6.38,3.23,4.45,16.56,Low,Yes,Central
MET000693,Park 76,Yellow Line,Telangana,Hyderabad,Sector 4,8.352936,85.720622,5,No,Yes,Yes,Yes,Yes,47137,2019,HMRL,Yes,6.88,34.01,7.69,4.81,1.23,19.12,High,No,West
MET000694,Sector 98,Orange Line,Delhi,New Delhi,Sector 20,29.560422,75.894418,5,Yes,No,Yes,Yes,No,190495,2003,DMRC,Yes,9.74,31.49,2.8,0.56,2.1,15.21,High,Yes,West
MET000695,City 10,Purple Line,Maharashtra,Mumbai,Sector 22,23.937625,86.820823,4,No,Yes,Yes,Yes,No,168103,2006,MMRC,Yes,4.51,10.89,7.82,2.94,3.22,18.21,Medium,Yes,East
MET000696,Lake 10,Orange Line,Karnataka,Bengaluru,Sector 26,22.773153,78.932274,4,Yes,No,Yes,Yes,Yes,134122,2017,BMRCL,Yes,4.54,19.51,6.07,1.84,1.79,2.27,Low,No,East
MET000697,Sector 13,Purple Line,Delhi,New Delhi,Sector 35,16.019899,84.518667,2,No,Yes,Yes,Yes,No,132119,2005,DMRC,Yes,5.52,19.76,4.26,1.83,2.24,7.75,Medium,No,East
MET000698,City 42,Purple Line,Karnataka,Bengaluru,Sector 64,28.991397,80.783524,4,Yes,No,Yes,Yes,Yes,25662,2010,BMRCL,Yes,2.62,5.25,3.4,3.8,2.43,12.91,High,Yes,West
MET000699,Park 12,Purple Line,Tamil Nadu,Chennai,Sector 7,28.105153,87.640102,3,No,Yes,Yes,Yes,Yes,156050,2015,CMRL,Yes,5.15,27.19,5.4,0.74,0.6,9.62,High,Yes,South
MET000700,Lake 12,Pink Line,Karnataka,Bengaluru,Sector 32,20.203169,77.162741,5,Yes,No,Yes,Yes,No,34493,2003,BMRCL,Yes,4.84,18.46,1.79,1.16,2.59,6.08,Medium,Yes,West
MET000701,Central 37,Red Line,Delhi,New Delhi,Sector 46,22.119268,79.605667,2,Yes,Yes,Yes,Yes,No,40996,2015,DMRC,Yes,3.64,7.87,5.52,4.43,0.39,15.14,Low,No,South
MET000702,Park 49,Green Line,Karnataka,Bengaluru,Sector 33,23.034955,83.598687,2,No,No,Yes,Yes,No,163299,2016,BMRCL,Yes,7.42,15.42,6.64,0.76,2.63,11.6,Medium,Yes,North
MET000703,Market 73,Purple Line,Karnataka,Bengaluru,Sector 40,11.556324,74.698863,4,Yes,Yes,Yes,Yes,Yes,88862,2009,BMRCL,Yes,0.48,24.77,4.4,3.83,4.08,3.53,High,No,South
MET000704,Lake 40,Green Line,Delhi,New Delhi,Sector 38,14.822826,73.842495,6,No,No,Yes,Yes,No,93129,2017,DMRC,Yes,6.58,25.4,5.34,4.54,1.13,2.06,High,No,West
MET000705,Park 59,Blue Line,Maharashtra,Mumbai,Sector 1,9.772966,83.804906,3,Yes,Yes,Yes,Yes,Yes,174929,2003,MMRC,Yes,8.6,11.66,0.22,0.8,3.6,13.98,High,Yes,North
MET000706,Market 76,Red Line,Tamil Nadu,Chennai,Sector 53,19.930818,83.806233,6,No,No,Yes,Yes,No,161315,2003,CMRL,Yes,2.88,19.94,6.92,3.89,1.39,15.03,Low,Yes,South
MET000707,Central 29,Blue Line,Maharashtra,Mumbai,Sector 55,28.212469,77.415641,3,Yes,No,Yes,Yes,Yes,15053,2005,MMRC,Yes,8.3,34.1,4.69,1.92,4.18,15.25,Medium,Yes,North
MET000708,Lake 82,Red Line,Karnataka,Bengaluru,Sector 14,19.324719,79.204318,5,Yes,Yes,Yes,Yes,Yes,148066,2009,BMRCL,Yes,4.35,38.18,7.53,3.05,0.51,14.37,Low,Yes,Central
MET000709,Central 18,Blue Line,Maharashtra,Mumbai,Sector 65,21.160469,82.7198,4,No,No,Yes,Yes,Yes,53415,2019,MMRC,Yes,7.19,18.99,1.35,1.21,3.46,18.05,High,No,South
MET000710,Lake 58,Orange Line,Delhi,New Delhi,Sector 30,21.431625,87.873428,3,Yes,No,Yes,Yes,Yes,183628,2018,DMRC,Yes,4.77,39.93,5.5,1.85,3.25,7.54,Low,No,East
MET000711,Market 5,Yellow Line,Karnataka,Bengaluru,Sector 59,27.85603,73.221851,6,No,Yes,Yes,Yes,No,112195,2008,BMRCL,Yes,3.57,28.5,6.92,1.56,2.98,10.42,High,Yes,East
MET000712,Central 20,Orange Line,Telangana,Hyderabad,Sector 12,16.503265,74.778995,5,No,No,Yes,Yes,No,213779,2003,HMRL,Yes,2.02,15.6,4.05,1.27,1.1,19.68,Low,No,East
MET000713,Park 86,Green Line,Tamil Nadu,Chennai,Sector 18,27.999102,81.731988,2,Yes,Yes,Yes,Yes,No,84933,2022,CMRL,Yes,7.89,30.07,2.35,3.94,0.4,17.01,High,Yes,Central
MET000714,Lake 60,Green Line,Tamil Nadu,Chennai,Sector 54,11.880714,86.618064,4,No,Yes,Yes,Yes,Yes,206017,2014,CMRL,Yes,6.91,39.98,5.96,3.48,4.25,8.89,High,No,West
MET000715,Sector 64,Orange Line,Telangana,Hyderabad,Sector 35,8.285597,74.567635,4,No,No,Yes,Yes,Yes,243029,2007,HMRL,Yes,7.12,39.57,7.51,3.76,1.45,19.4,Medium,No,East
MET000716,Park 8,Pink Line,Maharashtra,Mumbai,Sector 3,28.785917,78.711753,4,No,Yes,Yes,Yes,No,232110,2003,MMRC,Yes,0.52,25.84,6.5,0.17,3.29,12.36,Low,No,North
MET000717,Lake 69,Purple Line,Karnataka,Bengaluru,Sector 7,25.386411,76.79133,6,Yes,No,Yes,Yes,No,106297,2002,BMRCL,Yes,4.95,19.52,3.82,0.41,2.62,6.4,Medium,No,North
MET000718,City 41,Purple Line,Tamil Nadu,Chennai,Sector 20,28.586472,74.517104,2,Yes,Yes,Yes,Yes,No,106597,2015,CMRL,Yes,9.24,17.73,3.72,3.43,0.21,9.72,Medium,Yes,Central
MET000719,Park 2,Green Line,Karnataka,Bengaluru,Sector 60,13.165972,84.447606,6,Yes,No,Yes,Yes,Yes,229456,2025,BMRCL,Yes,5.71,23.13,1.12,1.93,1.93,4.57,High,No,North
MET000720,Market 84,Yellow Line,Telangana,Hyderabad,Sector 24,10.915049,81.586966,5,No,No,Yes,Yes,Yes,9136,2007,HMRL,Yes,6.1,30.63,1.24,1.35,2.47,12.91,High,No,North
MET000721,Market 44,Yellow Line,Maharashtra,Mumbai,Sector 71,8.801489,84.924982,2,Yes,Yes,Yes,Yes,Yes,203333,2004,MMRC,Yes,5.25,35.81,2.51,0.69,1.54,2.26,Medium,No,West
MET000722,Market 47,Orange Line,Karnataka,Bengaluru,Sector 67,17.958249,86.304391,6,Yes,No,Yes,Yes,No,212514,2025,BMRCL,Yes,8.85,15.44,6.52,4.33,1.77,6.63,Medium,No,South
MET000723,Lake 23,Blue Line,Telangana,Hyderabad,Sector 24,28.793201,81.064798,5,Yes,No,Yes,Yes,No,146483,2008,HMRL,Yes,8.21,8.71,7.24,2.23,0.16,19.22,High,No,Central
MET000724,Park 85,Pink Line,Maharashtra,Mumbai,Sector 51,22.919251,73.484824,2,Yes,No,Yes,Yes,Yes,229808,2015,MMRC,Yes,1.57,17.41,0.37,4.77,1.96,18.68,Medium,No,Central
MET000725,City 76,Orange Line,Telangana,Hyderabad,Sector 57,15.849707,82.581272,5,No,No,Yes,Yes,No,119641,2006,HMRL,Yes,6.45,30.67,5.36,1.45,4.8,3.83,Medium,No,South
MET000726,Park 89,Purple Line,Tamil Nadu,Chennai,Sector 22,18.238782,75.394195,4,No,Yes,Yes,Yes,No,182867,2021,CMRL,Yes,0.25,37.84,4.14,1.06,1.22,16.78,Low,No,Central
MET000727,Sector 76,Green Line,Delhi,New Delhi,Sector 18,17.451454,72.634389,4,No,Yes,Yes,Yes,Yes,200774,2019,DMRC,Yes,0.68,7.44,4.76,4.1,3.96,19.16,High,Yes,East
MET000728,Central 81,Green Line,Tamil Nadu,Chennai,Sector 59,27.415307,77.659617,3,No,Yes,Yes,Yes,No,127725,2023,CMRL,Yes,7.81,37.99,1.9,4.48,1.74,16.14,Medium,Yes,South
MET000729,Central 76,Yellow Line,Delhi,New Delhi,Sector 45,26.634726,81.994784,5,Yes,Yes,Yes,Yes,Yes,209534,2021,DMRC,Yes,4.35,31.43,7.36,3.59,1.36,14.82,High,No,South
MET000730,Lake 58,Green Line,Tamil Nadu,Chennai,Sector 78,20.53325,83.594382,2,Yes,Yes,Yes,Yes,No,54156,2016,CMRL,Yes,7.49,14.1,7.22,3.23,1.46,10.92,Medium,Yes,West
MET000731,Lake 68,Orange Line,Maharashtra,Mumbai,Sector 61,24.709496,75.698032,2,No,No,Yes,Yes,Yes,140268,2006,MMRC,Yes,2.94,20.43,7.21,0.65,4.18,6.91,High,No,North
MET000732,Park 93,Orange Line,Maharashtra,Mumbai,Sector 9,21.585498,74.685825,5,No,Yes,Yes,Yes,No,221588,2017,MMRC,Yes,5.31,7.95,2.13,3.97,0.32,15.65,High,No,East
MET000733,Central 50,Green Line,Maharashtra,Mumbai,Sector 41,9.23475,83.635267,4,Yes,No,Yes,Yes,Yes,157456,2012,MMRC,Yes,5.68,28.29,0.51,2.61,4.62,17.04,Medium,Yes,West
MET000734,Park 78,Pink Line,Maharashtra,Mumbai,Sector 17,22.051112,81.303845,5,Yes,Yes,Yes,Yes,Yes,21886,2012,MMRC,Yes,4.91,26.87,1.08,1.63,0.24,3.16,Medium,No,East
MET000735,City 8,Red Line,Tamil Nadu,Chennai,Sector 53,20.361181,78.508333,6,Yes,Yes,Yes,Yes,No,67735,2024,CMRL,Yes,3.77,14.57,7.05,0.91,2.57,15.86,High,No,South
MET000736,City 59,Orange Line,Maharashtra,Mumbai,Sector 72,16.417761,84.575536,6,Yes,No,Yes,Yes,No,208428,2005,MMRC,Yes,1.67,11.3,6.45,2.97,4.76,9.14,Medium,Yes,West
MET000737,Lake 47,Red Line,Delhi,New Delhi,Sector 62,17.21332,72.322355,6,No,Yes,Yes,Yes,Yes,77264,2015,DMRC,Yes,2.69,34.61,7.35,1.9,3.26,6.55,Low,No,South
MET000738,Park 21,Blue Line,Tamil Nadu,Chennai,Sector 34,26.731794,86.086278,6,No,No,Yes,Yes,Yes,243300,2023,CMRL,Yes,6.77,34.52,7.66,1.77,2.64,14.71,Medium,No,East
MET000739,Central 47,Red Line,Telangana,Hyderabad,Sector 50,12.502824,72.846744,2,Yes,Yes,Yes,Yes,No,212151,2014,HMRL,Yes,4.55,16.19,5.67,4.12,3.47,4.95,Low,No,South
MET000740,Central 82,Purple Line,Maharashtra,Mumbai,Sector 32,14.084451,84.965929,3,No,No,Yes,Yes,Yes,102645,2009,MMRC,Yes,8.03,17.0,7.63,4.38,2.44,9.87,High,No,South
MET000741,Park 27,Orange Line,Telangana,Hyderabad,Sector 31,21.925763,72.775855,6,No,Yes,Yes,Yes,Yes,143192,2011,HMRL,Yes,6.69,16.44,0.24,3.24,0.83,17.65,Low,Yes,West
MET000742,Lake 98,Blue Line,Karnataka,Bengaluru,Sector 72,16.588282,81.245499,4,No,No,Yes,Yes,Yes,100854,2017,BMRCL,Yes,1.01,17.32,4.59,2.47,2.66,11.47,High,No,Central
