Hospital_ID,Hospital_Name,Hospital_Type,Chain_Name,Ownership,State_ID,State_Name,City_ID,City_Name,Locality_ID,Locality_Name,Address,Pincode,Latitude,Longitude,Beds,ICU_Beds,Doctors,Nurses,Emergency,Trauma_Center,ICU,NICU,Blood_Bank,Pharmacy,Diagnostic_Lab,MRI,CT_Scan,Ambulance,NABH_Accredited,Cardiology,Neurology,Orthopedics,Oncology,Pediatrics,Gynecology,Dialysis,Rating,Reviews,Consultation_Fee,Annual_Patients,Established_Year,Website,Email,Phone,Quality_Index
HSP022214,Prime Super Speciality Hospital,Private Hospital,Independent,Private,ST007,Gujarat,C0605,Gujarat City 605,L07909,Layout 24 Paradise,"H.No. 56
Virk Road",768132,14.254253,75.724802,2251,368,642,810,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,4.7,9259,2000,33871,2019,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,84.92
HSP003293,Ruby Hall Clinic,Government Hospital,Ruby Hall Clinic,Government,ST007,Gujarat,C0605,Gujarat City 605,L07909,Layout 24 Paradise,"H.No. 30, Dhingra",768132,14.24542,75.724317,1584,152,375,638,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3.2,29561,300,483895,1979,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,92.89
HSP015392,Shree Trauma Centre,Women's Hospital,Independent,Private,ST007,Gujarat,C0605,Gujarat City 605,L07915,Phase 76 Residency,"76/88
Sunder Marg",563229,25.019758,74.061768,1730,204,318,716,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4.3,6698,400,634726,1972,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,98.78
HSP020992,Sir Ganga Ram Hospital,Government Hospital,Sir Ganga Ram Hospital,Government,ST007,Gujarat,C0605,Gujarat City 605,L07904,Enclave 119 Paradise,"29/306, Rao Road",855557,29.415092,70.184286,298,41,57,151,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,4.3,1506,300,109657,2009,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,88.12
HSP008727,Supreme Cancer Centre,Private Hospital,Independent,Government,ST007,Gujarat,C0605,Gujarat City 605,L07914,Phase 43 Vista,"922
Krishnamurthy Chowk",376169,33.593825,85.111337,293,43,59,102,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,3.8,25723,1000,537910,1950,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,95.21
HSP010116,Supreme Children Hospital,Heart Hospital,Independent,Government,ST007,Gujarat,C0605,Gujarat City 605,L07910,Layout 109 City,"39/45
Chand Chowk",441638,24.837997,73.64034,282,25,88,97,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,3.5,2633,2000,451717,1963,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,77.87
HSP010226,Supreme Multispeciality Hospital,Women's Hospital,Independent,Trust,ST007,Gujarat,C0605,Gujarat City 605,L07903,Nagar 143 Residency,"H.No. 23
Shenoy Zila",155223,20.129626,71.317821,2474,333,551,1321,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.6,6324,200,544348,1963,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,82.6
HSP006373,Artemis Hospitals,Women's Hospital,Artemis Hospitals,Government,ST007,Gujarat,C0606,Gujarat City 606,L07925,Park 63 Residency,"H.No. 610
Pathak Circle",300282,33.581098,94.65303,1073,149,234,562,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,4.2,28568,200,211801,2014,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,67.71
HSP020491,Artemis Hospitals,Private Hospital,Artemis Hospitals,Private,ST007,Gujarat,C0606,Gujarat City 606,L07930,Garden 57 Vista,"35/77
Borde Road",957969,34.141514,88.727143,1401,168,299,750,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,4.1,16268,400,501303,2025,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,77.61
HSP003837,CARE Hospitals,Cancer Hospital,CARE Hospitals,Trust,ST007,Gujarat,C0606,Gujarat City 606,L07927,Nagar 95 City,"H.No. 985
Kapur Chowk",987745,35.758027,92.742657,1951,312,556,1155,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,3.1,2592,400,460607,2019,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,81.93
HSP024271,CARE Hospitals,Government Hospital,CARE Hospitals,Private,ST007,Gujarat,C0606,Gujarat City 606,L07929,Phase 15 Township,"H.No. 87
Maharaj Ganj",432321,30.035366,77.293312,293,35,66,103,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.6,14116,700,498162,1966,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,94.39
HSP018427,Care Health Centre,Government Hospital,Independent,Trust,ST007,Gujarat,C0606,Gujarat City 606,L07931,Park 56 City,"45/32
Rajagopalan Circle",155347,9.619038,83.396347,940,78,194,563,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,4.2,14323,1500,573867,2018,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,90.3
HSP020410,Care Trauma Centre,Super Speciality,Independent,Private,ST007,Gujarat,C0606,Gujarat City 606,L07921,Garden 2 Greens,"36, Sur Marg",853137,18.700732,68.674241,454,68,85,163,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,4.7,17550,400,417681,1970,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,69.09
HSP006406,Christian Medical College,Medical College,Christian Medical College,Trust,ST007,Gujarat,C0606,Gujarat City 606,L07928,Garden 80 Enclave,"H.No. 78
Nagarajan Zila",378467,14.579731,86.759125,461,51,130,176,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,3.6,3947,200,323577,1992,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,67.19
HSP007904,City Cancer Centre,Government Hospital,Independent,Government,ST007,Gujarat,C0606,Gujarat City 606,L07928,Garden 80 Enclave,"H.No. 91, Dugal",378467,14.57151,86.762446,121,19,27,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,4.0,20034,500,670951,1974,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,89.02
HSP018767,City Cancer Centre,Women's Hospital,Independent,Government,ST007,Gujarat,C0606,Gujarat City 606,L07930,Garden 57 Vista,"17/748
Bumb Road",957969,34.139585,88.728402,1321,206,244,635,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,4.0,15227,700,154904,1979,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,70.86
HSP007416,City Heart Institute,Medical College,Independent,Trust,ST007,Gujarat,C0606,Gujarat City 606,L07930,Garden 57 Vista,"83, Gola Path",957969,34.147943,88.728031,695,83,140,453,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,3.0,8038,2000,448771,1983,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,98.28
HSP023585,City Hospital,Cancer Hospital,Independent,Trust,ST007,Gujarat,C0606,Gujarat City 606,L07929,Phase 15 Township,"26, Minhas Chowk",432321,30.031736,77.286757,21,5,10,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,3.7,10077,700,523777,1957,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,78.37
HSP014706,Crystal Health Centre,Cancer Hospital,Independent,Trust,ST007,Gujarat,C0606,Gujarat City 606,L07922,Colony 32 Heights,"66/77
Kakar",563077,31.951748,85.38272,1880,236,438,642,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,4.1,2850,300,424094,2024,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,86.48
HSP009806,Crystal Super Speciality Hospital,Women's Hospital,Independent,Government,ST007,Gujarat,C0606,Gujarat City 606,L07925,Park 63 Residency,"H.No. 51, Mukherjee Ganj",300282,33.575969,94.652493,234,40,45,78,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,4.0,10921,1500,196399,1977,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,70.47
HSP022327,Elite Cancer Centre,Super Speciality,Independent,Government,ST007,Gujarat,C0606,Gujarat City 606,L07924,Extension 105 Greens,"H.No. 47, Bhagat Chowk",929313,32.484244,78.939859,195,18,45,65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,4.4,26781,300,30937,2017,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,75.13
HSP022443,Elite Medical Centre,Women's Hospital,Independent,Private,ST007,Gujarat,C0606,Gujarat City 606,L07926,Block 67 Greens,"282
More Road",631829,32.673987,80.875447,1802,250,317,998,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,4.8,8563,1200,638521,2000,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,71.35
HSP000928,Fortis Healthcare,Government Hospital,Fortis Healthcare,Private,ST007,Gujarat,C0606,Gujarat City 606,L07925,Park 63 Residency,"H.No. 02, Butala Street",300282,33.576014,94.651555,942,130,182,411,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,4.4,20757,1500,513054,2014,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,79.49
HSP001469,Fortis Healthcare,Cancer Hospital,Fortis Healthcare,Government,ST007,Gujarat,C0606,Gujarat City 606,L07926,Block 67 Greens,"198, Raja Zila",631829,32.676873,80.876161,1187,189,231,451,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,3.5,15180,1000,501091,2024,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,65.75
HSP017458,Fortis Healthcare,Women's Hospital,Fortis Healthcare,Trust,ST007,Gujarat,C0606,Gujarat City 606,L07931,Park 56 City,"053, Ramachandran Marg",155347,9.625161,83.398383,465,62,81,161,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,3.4,632,300,43758,2013,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,86.85
HSP011725,Health Cancer Centre,Women's Hospital,Independent,Trust,ST007,Gujarat,C0606,Gujarat City 606,L07925,Park 63 Residency,"05
Kalla Path",300282,33.579929,94.658498,369,40,69,150,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,3.2,2083,200,229525,1995,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,83.28
HSP018945,Health Health Centre,Cancer Hospital,Independent,Government,ST007,Gujarat,C0606,Gujarat City 606,L07931,Park 56 City,"H.No. 634, Chauhan Road",155347,9.623026,83.394828,1700,253,392,987,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,4.7,21594,1200,318683,2020,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,81.46
HSP010842,Health Medical Institute,Medical College,Independent,Private,ST007,Gujarat,C0606,Gujarat City 606,L07930,Garden 57 Vista,"54
Sachdeva Road",957969,34.146023,88.723398,1137,158,200,444,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,4.5,9818,400,421519,1990,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,94.38
HSP015300,Hope Trauma Centre,Children Hospital,Independent,Private,ST007,Gujarat,C0606,Gujarat City 606,L07921,Garden 2 Greens,"016, Jain",853137,18.700894,68.670882,514,45,138,180,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,4.6,24252,1500,455249,1976,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,69.81
HSP019325,Life Children Hospital,Children Hospital,Independent,Private,ST007,Gujarat,C0606,Gujarat City 606,L07931,Park 56 City,"66/187
Subramanian Zila",155347,9.622238,83.399615,327,41,86,129,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4.6,14432,400,363698,1960,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,75.66
HSP014493,Lotus Trauma Centre,Private Hospital,Independent,Private,ST007,Gujarat,C0606,Gujarat City 606,L07927,Nagar 95 City,"292
Mallick Circle",987745,35.763925,92.742489,275,45,82,105,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3.6,21095,2000,397598,1975,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,72.63
HSP019176,Medanta,Heart Hospital,Medanta,Government,ST007,Gujarat,C0606,Gujarat City 606,L07920,Layout 9 Enclave,"32, Ramakrishnan Road",164810,13.280035,94.573023,964,116,316,326,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,3.9,2664,300,217513,2023,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,73.35
HSP016000,Metro Cancer Centre,Government Hospital,Independent,Government,ST007,Gujarat,C0606,Gujarat City 606,L07923,Phase 62 Heights,"854, Pant Ganj",791614,12.941197,74.587356,2326,303,748,1132,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,4.2,4722,1000,101496,2000,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,94.93
HSP008553,Metro Trauma Centre,Medical College,Independent,Government,ST007,Gujarat,C0606,Gujarat City 606,L07927,Nagar 95 City,"92/170, Raja Path",987745,35.765332,92.742373,1888,184,587,644,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,4.7,5292,300,269867,2003,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,82.61
HSP003418,National Medical Institute,Children Hospital,Independent,Private,ST007,Gujarat,C0606,Gujarat City 606,L07922,Colony 32 Heights,"480, Pandit Marg",563077,31.949654,85.381049,58,8,13,20,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,3.5,23158,1000,370184,1992,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,92.09
HSP004361,National Multispeciality Hospital,Private Hospital,Independent,Government,ST007,Gujarat,C0606,Gujarat City 606,L07929,Phase 15 Township,"97
Mani Chowk",432321,30.031234,77.291664,2268,333,473,840,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,4.8,10684,1000,613635,1994,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,74.93
HSP021098,Royal Hospital,Private Hospital,Independent,Trust,ST007,Gujarat,C0606,Gujarat City 606,L07930,Garden 57 Vista,"73
Merchant Nagar",957969,34.143047,88.722108,1186,175,336,521,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,4.8,13982,700,246375,1980,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,81.26
HSP023098,Royal Super Speciality Hospital,Children Hospital,Independent,Government,ST007,Gujarat,C0606,Gujarat City 606,L07920,Layout 9 Enclave,"69/05
Sarma Street",164810,13.282789,94.570252,402,57,106,151,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.5,22934,400,94879,1962,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,97.43
HSP023125,Sunrise Heart Institute,Super Speciality,Independent,Trust,ST007,Gujarat,C0606,Gujarat City 606,L07920,Layout 9 Enclave,"H.No. 410
Rama Circle",164810,13.27953,94.578021,1112,180,190,456,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,3.6,338,200,387294,1991,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,65.67
HSP004123,Sunrise Multispeciality Hospital,Government Hospital,Independent,Private,ST007,Gujarat,C0606,Gujarat City 606,L07928,Garden 80 Enclave,"87/153, Majumdar Circle",378467,14.579966,86.767704,1563,146,365,628,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.1,26516,700,609630,1971,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,86.95
HSP022035,Supreme Cancer Centre,Heart Hospital,Independent,Trust,ST007,Gujarat,C0606,Gujarat City 606,L07931,Park 56 City,"45/68, Tandon",155347,9.62438,83.394701,1535,132,342,816,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,3.6,1705,500,520203,2011,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,73.96
HSP005619,Yashoda Hospitals,Women's Hospital,Yashoda Hospitals,Trust,ST007,Gujarat,C0606,Gujarat City 606,L07928,Garden 80 Enclave,"28
Prakash Chowk",378467,14.571438,86.76669,1603,169,311,653,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,4.4,9127,300,441026,2015,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,92.64
HSP000041,AIIMS,Heart Hospital,AIIMS,Private,ST007,Gujarat,C0619,Gujarat City 619,L08105,Colony 8 City,"29/912, Buch Chowk",633327,24.423598,73.973491,1782,154,374,798,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,4.9,23816,1000,138046,2013,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,68.62
HSP009344,AIIMS,Super Speciality,AIIMS,Private,ST007,Gujarat,C0619,Gujarat City 619,L08103,Layout 30 County,"84/576, Taneja Nagar",927471,27.049191,95.492063,1937,183,323,737,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,4.9,25016,200,214649,1977,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,71.32
HSP018859,Apex Multispeciality Hospital,Children Hospital,Independent,Private,ST007,Gujarat,C0619,Gujarat City 619,L08103,Layout 30 County,"23
Sinha Chowk",927471,27.05364,95.491382,2006,283,394,1079,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,3.1,26698,300,197244,2016,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,80.01
HSP006592,Artemis Hospitals,Heart Hospital,Artemis Hospitals,Trust,ST007,Gujarat,C0619,Gujarat City 619,L08106,Extension 102 Vista,"H.No. 13, Suresh Chowk",427592,36.788659,92.323878,691,55,146,250,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,4.7,22768,700,592141,1955,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,68.54
HSP009552,CARE Hospitals,Children Hospital,CARE Hospitals,Private,ST007,Gujarat,C0619,Gujarat City 619,L08097,Garden 75 Gardens,"H.No. 92
Kuruvilla Road",391444,14.006699,91.389775,1881,264,462,696,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,3.2,5151,400,560035,2021,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,92.81
HSP021033,City Medical Centre,Medical College,Independent,Trust,ST007,Gujarat,C0619,Gujarat City 619,L08103,Layout 30 County,"H.No. 87
Patil Zila",927471,27.051034,95.496447,523,42,170,333,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,4.2,3034,2000,388042,1957,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,89.14
HSP001649,City Medical Institute,Women's Hospital,Independent,Trust,ST007,Gujarat,C0619,Gujarat City 619,L08096,Nagar 44 City,"61, Shah Road",118354,21.293711,77.226888,843,75,166,283,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,4.5,13317,1500,500299,1967,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,72.15
HSP004240,Crystal Cancer Centre,Super Speciality,Independent,Private,ST007,Gujarat,C0619,Gujarat City 619,L08105,Colony 8 City,"79/561
Bajaj Marg",633327,24.431838,73.97563,1667,215,466,623,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,3.5,314,1000,684526,2018,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,66.01
HSP002149,Elite Children Hospital,Children Hospital,Independent,Private,ST007,Gujarat,C0619,Gujarat City 619,L08105,Colony 8 City,"514
Shere Road",633327,24.425017,73.980417,911,91,201,420,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3.1,21029,300,356771,1997,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,98.34
HSP007951,Elite Medical Institute,Private Hospital,Independent,Trust,ST007,Gujarat,C0619,Gujarat City 619,L08097,Garden 75 Gardens,"41
Wason Nagar",391444,14.00765,91.391498,1758,248,470,712,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.8,16678,2000,200487,2018,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,98.06
HSP017672,Elite Medical Institute,Women's Hospital,Independent,Private,ST007,Gujarat,C0619,Gujarat City 619,L08100,Park 64 Enclave,"447
Chaudry Street",746239,13.816449,75.652503,1185,191,207,414,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,4.8,1648,700,256707,1968,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,81.24
HSP000883,Elite Super Speciality Hospital,Government Hospital,Independent,Trust,ST007,Gujarat,C0619,Gujarat City 619,L08106,Extension 102 Vista,"05, Kanda Nagar",427592,36.78991,92.323331,708,80,217,245,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,4.4,6721,1200,554133,2007,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,88.07
HSP004826,Global Children Hospital,Medical College,Independent,Trust,ST007,Gujarat,C0619,Gujarat City 619,L08098,Block 60 Enclave,"21/53
Banerjee Circle",604522,25.578031,95.18506,1090,120,286,654,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,3.0,19697,700,632439,1950,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,66.6
HSP009199,Global Trauma Centre,Cancer Hospital,Independent,Private,ST007,Gujarat,C0619,Gujarat City 619,L08103,Layout 30 County,"10, Varty Road",927471,27.048399,95.498544,2424,370,467,1117,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,4.5,17381,2000,254397,1957,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,94.7
HSP022431,Hope Health Centre,Medical College,Independent,Government,ST007,Gujarat,C0619,Gujarat City 619,L08101,Sector 29 Enclave,"25, Saini Ganj",165479,31.060677,76.325679,274,34,56,151,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,4.5,24654,1000,516982,1991,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,78.34
HSP001991,Life Medical Institute,Heart Hospital,Independent,Trust,ST007,Gujarat,C0619,Gujarat City 619,L08095,Enclave 11 County,"H.No. 307
Dixit Chowk",719843,18.740227,92.036802,1707,270,356,994,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.9,8019,1200,283311,1981,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,90.05
HSP014210,Life Super Speciality Hospital,Private Hospital,Independent,Government,ST007,Gujarat,C0619,Gujarat City 619,L08094,Nagar 75 County,"86/426
Manda Zila",726835,14.376915,78.850323,1255,159,321,646,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,4.4,25904,700,161368,1959,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,77.47
